x_0,x_1,x_2,x_3,x_4,x_5,y
-1.0003035492240209,-1.1637439810903114,-0.28247170184987036,-0.6722415028628864,-2.2579445028860663,-0.49409857154690595,1
-1.434418285176893,-1.1829718816096129,-3.386050406947767,-1.9962488461099093,-0.647881013246003,-2.708398706287361,1
-1.549651609872454,-0.3892583186320512,-1.4998077307767592,-1.3129779206121241,-1.5154161518101368,-1.1565953718089808,1
-2.023308811539483,0.3085302704597623,0.9268242150415152,2.060046000054051,-1.4797706082633595,1.1246943277903931,0
-1.2825902357970527,-2.0148719246577853,0.826695865859511,-0.23078019388918847,-1.7646210197417205,0.8184118217576205,0
-0.3039365305350825,0.686883847989919,-0.21316357161169375,-0.6577368034875417,-2.720475853861957,-0.868062838836328,1
-0.9475485734454019,0.28099147046415807,1.1471858211447592,0.6335691497186885,-1.3184425828158621,1.0524022870708194,0
1.5980120918498746,0.6865348755784798,1.4585872571065654,-1.5967712752226222,2.7852528327564063,1.7380630055483013,3
-1.9426984223533266,0.4066315761671206,-1.8098711104091207,-1.906718789909779,-1.4264250228245667,-1.212298392627409,1
-2.271806866528979,1.5733264108307186,0.5314597559949035,1.5453846633217116,-1.4067174455861242,0.9130646670568308,0
-0.026580689263351553,-1.2550735937879087,3.3117611988057005,-0.834032158157124,1.716492928753396,3.830260699197556,3
-0.7119216222441455,-0.2077685005483036,2.0630292762251323,1.6921660206638887,-1.3892416134723973,1.7291740568915466,0
-3.343587516329978,1.1561684110949573,0.6294218152141464,3.4402762882363263,-1.30112438923658,1.3358751963281783,0
-0.5184833890412734,-0.01047410706393709,1.9296550499541754,1.5586000792390766,-0.9427196762587877,1.667712051944531,0
1.3085085901031772,-0.701047324151353,-0.9738166149319495,2.840107392734059,2.878927219583705,-0.8471141945562132,2
1.345491606721907,2.176213936522993,1.1823410433964776,-0.6418426517115237,2.3023688868940413,1.3460533023760268,3
-0.7895861819960074,0.9571563622724973,1.4655813221416834,0.7572944276693555,-1.3388219483291797,1.2774037911340765,0
-1.7576401899825016,0.3109080085526479,-2.7495834039474856,-2.276898574232815,-1.0309895915963931,-2.048584638839169,1
1.8464683868628406,-0.44999486509969516,-1.270572297612278,1.9580064745511536,1.99506112242946,-1.5639445425999872,2
3.235969179439012,0.3817065595893684,0.42890952984138386,-3.4355399899322934,3.746369712637813,0.49728562206737026,3
-1.855600995587555,-0.22903018792140215,2.210633193411001,2.9770417634819797,-1.2538711478933662,2.2917890603283717,0
-2.414058307611105,-2.101547008189562,0.4672367170303535,-0.9820566268626874,-1.673689381902256,1.0427478408238686,1
-0.8544220450052148,-0.45789683052817265,-0.6265785167714882,-0.716697414263061,-2.119628712784194,-0.8433017147818413,1
0.8051310608250287,0.8902299260190165,2.9424044822678246,-2.0326071579426586,1.4388620420927716,3.133504970211964,3
0.11312295612289902,0.6829960340673744,0.40687399960357284,1.4702477862059726,-0.8852318240082189,-0.053405648630977576,0
-1.236209888911822,-0.5954729459820419,-1.0116022603325128,-1.2160354813292424,-1.9509231483160914,-0.9597621049285311,1
1.2300044870844848,0.19370821212109698,-2.513850060889605,-1.0508806595517743,-0.1048460251282517,-2.9062315988085023,2
-1.7142398120792885,-0.11920449913248847,1.5720426299489985,2.456123035232772,-1.1539844287113967,1.6871955999449446,0
1.6021888652352352,0.43616200307123,-2.1118105763574966,2.5533499940899906,2.672273313590077,-2.116405810400931,2
1.739127315717774,-0.613629629989608,1.5116918369590948,-1.8663837935092156,3.7415301046195735,2.049956092275488,3
1.022082334357182,-0.6543338013700217,-1.5668830733345689,-0.5169647493250573,-2.5611183759258385,-2.7081503365588278,1
-0.44600913917165763,0.1295542844899771,-0.9041410986589122,-0.3115572153035784,-2.0074311492507366,-1.28585210214252,1
-1.4108563108071523,-0.9773119406922863,-0.7349628493823603,-0.6555333069562059,-1.3784055981206667,-0.4864975856591561,1
-2.0801805599841288,-1.0476756454291996,2.184969886398203,2.338873149730213,-1.831843427606628,2.2367682932941833,0
0.596088418564941,-0.007614095740754765,1.765168228995126,-0.028917666401213182,0.6824344346744279,1.6744315180945009,3
-0.5610379648033044,1.2074476818082818,-0.48461056866058305,-0.6410321164848791,-2.03539991989773,-0.8104954566287887,1
-2.660765548845003,0.1277514950451393,0.839761877017323,-0.7986765803933231,-1.4246130227866438,1.5711191512974736,1
0.18505512314943817,-1.2451051090353435,0.5803252925144335,0.16187066849163134,-1.2994727910314687,0.06656622817163327,0
-2.2205855635015226,-1.6695332366880216,1.0909459742672836,1.7400203684623443,-1.7307919612296565,1.316953449174191,0
2.82779517408824,-1.8853618025230359,0.006243988368624498,1.5270500477230948,1.278656502635367,-0.9283021670187017,2
0.8501360263369481,0.43944391333829236,-2.1507038270953074,1.9416406529890682,2.0264545334236956,-1.9833186826934668,2
-2.3128660858307164,-0.021041096878377904,-0.15867967286086482,0.8061805037307087,-1.416532004262598,0.3204190439648833,0
-0.5275670089564011,-0.5778441710480047,3.824692492360523,4.221909925676725,-0.8930597911840449,3.300127099861421,0
-1.3031612826511052,-0.18689209345154187,1.549819709524993,1.6794471509716942,-1.4185406341799296,1.4744641478054707,0
0.5419736220880532,-1.380167844971136,-2.6826306944951233,0.8145213182205999,0.9364135972547776,-2.6119262580847438,2
2.1671636143372144,0.19723404247678455,1.6542976133838185,-2.935481542813438,3.5287109527027263,2.0309061611410186,3
1.1450411925509354,-0.23866222611979188,1.9384040653086343,-1.3455538744404338,3.09614611655675,2.47174584253042,3
2.6026254192459493,0.9340321450402117,0.361216751176789,-2.162304996387436,0.7295836684138511,-0.34562364338484475,3
-1.0542748909493553,1.0773728292136164,-3.477907206726898,-3.1586959972265203,-1.7662368708132639,-3.2084000969199997,1
1.2128526045719705,-2.0274490859721674,-0.41969152093253737,-1.2329889386626305,-1.4682489818769402,-1.275127545459753,0
2.461461550683433,0.39542863337227496,-2.595820359323825,-1.3620128367893014,-0.13694868219737288,-3.4930165166009752,2
0.9177843716700049,1.3432278309986343,-2.310045516942603,2.3334994922682544,2.327725005159579,-2.1062834906356485,2
-1.3489770412067463,-1.3921474066742,3.0047340348322926,1.9260072713957224,-1.764558759157095,2.777431519957267,0
-1.0686057652415428,-0.5236096631723755,1.0330707886453516,2.3579323040175333,-0.929069336150292,0.9678567952991736,0
-2.5052263908086276,-0.23289469176514913,2.996466393163031,2.6365503990840073,-1.8824142166773699,3.164099586825582,0
2.650389579283862,0.7480826407093432,-0.12357174190080666,-1.6774049095012606,-1.5172251292169454,-1.5765263387052328,2
2.6219053000209493,0.5181684159571975,0.5696351378684297,-2.4912708922113866,1.3465917211222478,0.06831821924435816,3
0.48842188742654113,1.1145372540021756,-1.0423810481540052,2.6366931487152714,1.7296659352990753,-0.9051634272365908,2
1.8046390648385953,2.1022202239718686,0.37189691237393374,-1.6823774531624038,-1.578530632508699,-0.7546603210885129,0
-2.4180009698086664,-0.43881137403885045,-1.6699248316169772,-1.9118069656959864,-1.1644660348261848,-0.7924401150892084,1
2.565029651514644,1.4470351356723217,0.029855011122813524,-1.6790773280343132,1.88680228993039,-0.3322833049575131,3
-0.8047252259843749,0.7042701232068871,-0.43818633605262436,-0.19799287886053873,-1.4771295102243427,-0.5257652854948471,0
2.583636755937846,-0.0674117699732022,1.252307619619906,2.7596248341317606,1.697731789072818,0.41059854076310376,2
-0.7278707770047471,0.12498225311091082,-1.1180661611556122,-1.1796822818833599,-1.8826344135540594,-1.261096255065663,1
-2.7175749143394863,-1.2174749431671787,1.505070483373172,2.3306730037086942,-1.3523986686119271,1.997777770875411,0
-2.3856287621713426,1.4865424213100111,-1.6497257861528238,-1.4923099627219434,-0.7378333935142992,-0.6895025097714103,1
-2.949698372287208,1.0870327851486499,-0.7390685206651395,-1.8056422858927739,-1.2060876040239923,0.31512922396981086,1
1.5238559961286406,-0.2708656972565161,-1.1685711447698053,-0.09325651006425462,-2.938111060228932,-2.6881867399202153,1
0.684520084402934,-0.8483809984664489,2.496703056684593,-1.1095582780534925,2.453252378846788,2.989405672704438,3
-1.839457110837756,-0.5731473654610333,2.7798509638875584,1.0113976964915568,-2.397958660861168,2.648356754427345,0
-1.001418355511187,0.03222203701076077,-0.764676271421389,-1.1502160540285504,-1.946313881876043,-0.8241057534796512,1
1.215120023881839,2.771351702112483,1.6190103722834326,-1.1047340570089492,1.4564787345444636,1.6014626314260672,3
-0.8446925012982431,-1.3463426395428324,1.7556875597544406,2.022167581279418,-1.2585786566744526,1.49997458334198,0
-5.0559818260653415,0.8411702912870802,1.7762792384993138,3.64892378561017,-1.7059593021376065,3.0334689406935516,0
-2.6297165692857813,-0.7532866241647259,1.606022042425772,-0.6156504841130741,-2.6318965222963633,1.910512809858547,0
-0.1693450948563051,-0.6235466842916524,1.0323940195942336,1.5457937079123696,-1.3976335013239662,0.5079947520380155,0
0.8667937275627112,-0.6071297330738299,2.6507860514126627,-1.6374338801850894,4.392059600228212,3.7093633037794023,3
