X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,cluster
5.8614623161676285,-7.082981261930456,9.980653508426226,11.09286085888996,-1.910902758103472,-2.509956998921955,-0.6374671424101406,-1.9634821744197608,-2.364493776683875,1
-0.6343947793736296,1.2294139030703812,9.502255422950997,-1.4204127054171483,-3.222715528778138,-0.5424084468642034,-3.4008726950912513,3.290484596607083,0.5527320362955188,2
2.893710853404645,0.11593079822444885,7.283338525420378,-3.220002543656319,-0.2366669105347845,-0.11518627937812642,-7.471630700716121,7.230079544212678,4.880378918263017,0
3.4692918976474636,-0.8978816898198558,5.838553605795503,2.6824850737767614,-3.9531997273480477,1.9328441343451601,-1.5568700058931952,1.7692505150147975,2.545100944651918,1
-0.03369294707660364,0.8392816616053376,3.0042945103712597,8.413292256799544,-0.4061350690418939,-3.419392761510975,12.15857873081919,9.249544781168765,5.744299105766918,3
1.1631534354755209,-4.272501288819881,4.384936117132604,2.345359576994755,-1.805857022193719,-0.6040337489191745,-4.476616485671174,4.5038776237994815,-5.081633270549641,4
-1.5796043989436268,0.492288610801773,7.924757749472529,-3.5162202239656657,-3.3100241900260823,-0.8644935504839495,-4.285431541757039,2.970168041492209,1.3396709257165358,2
2.5299298295804893,-3.91737717401033,5.7319641070952,4.0303204996320865,-2.118958805216117,-1.0647098703603572,-3.377348975171488,-4.66009854035366,1.336939228756707,1
4.191330664247959,-0.04396761907365754,1.697875654007323,6.006921064783753,1.5854313123281307,13.80905250767669,5.945241583514316,9.218260731662566,3.494073698787102,5
-2.127974409418197,10.676080490298268,0.30557405210519306,7.287048356676459,-5.306815229782748,-12.540017733676136,5.4911165202849475,8.931390552931848,-0.8404866055953262,3
-0.7811141874369352,-3.6602346850087164,3.5948147934500874,-5.528434382819693,0.39165002985120667,-2.470038448590968,0.40956179494601985,0.28443051687825527,3.808093931503357,2
-1.4413869269093098,5.2460011746004875,-3.6131926424716854,5.235973088740322,-1.5940981041831033,10.484452901519804,10.7616188296029,4.385721527778798,7.022950827085866,3
5.830842703444654,-7.955819789750622,7.340047890963704,-1.2358060282235728,3.7819577333106196,1.5908287259281464,6.872651244958465,-1.9284952110380384,-2.4826905509010015,4
0.8679269387265157,4.135627333169717,-4.314287295199774,5.90921080755083,-2.4924239115013203,-4.738666810044142,5.472800969515337,7.534024107808158,2.557246361863211,3
5.969845875270011,6.183479475562805,-3.9057232394720796,5.644634506114519,-7.378964057326501,0.5128904111154347,12.8404920086665,3.18014309322693,6.231287126063321,3
-2.9655567605260753,10.672543384012497,0.7560553896408528,2.105249193280958,-10.18690361899592,-2.6158425845145747,-1.3310519886469905,2.123055690504537,4.36033418961566,0
6.801332984781033,-5.195541372479633,4.249351779507261,0.17573452479184293,-1.8241315755021512,5.242791819051931,3.875472918401843,7.624857543885799,2.7620221898805726,5
0.5702390210390995,-4.232112608955419,-3.724186938285366,-4.3680237030198485,-2.8259754042548897,-3.48036989340558,4.514496331013063,6.0849939972770954,4.416082905270363,3
-3.5800876725287507,-2.674386731950629,9.622178633792211,2.6930804708822045,-2.141611315688971,-3.572151852872889,-6.7850872798956505,-3.238187855129505,2.6080606500143375,1
3.161622481805882,-5.264464706174562,-2.3858748052072,-3.233690757962542,2.7406168229234193,-8.759543682132836,-6.195132196001835,9.504633041018778,-6.8175042220765345,-1
-0.01435612898510219,6.72630879981158,1.8559052083258862,6.463869108580829,-2.196574303865073,-2.901135023021972,0.01479089249867993,4.994574339026414,1.5700191706913569,0
4.854788135877467,0.7664224363925318,-6.55145145116399,3.275463666303949,-6.219935790631107,10.31554333762736,-0.21573308601598118,10.040123780967352,6.248828133836411,5
3.7728215658096502,1.4937983754539503,-4.441106566785521,5.473408704149772,-5.723575480987211,3.9055323035947165,13.008917532392097,7.023058364611996,10.070705738877848,3
6.865719182950084,9.024881738738031,5.098821887222403,-6.33620405102119,7.044158398163855,6.256204305956395,-9.413754809424802,-0.11805597783416388,-2.009194072903041,-1
5.5398203948242335,-1.596960711329068,1.6490928849493947,1.7202039234726738,0.10835875436652431,4.450921532801942,-4.343176375312574,10.329069693534818,2.6974021520875375,5
3.0469563873056758,-6.833694799659861,1.0530412230875148,-3.5707100084079078,-0.9824125054241928,1.5746321025082817,7.544970040987788,5.727774016439299,-2.7808151942300094,2
4.829891356333257,-2.9805488793765074,2.100476160866071,5.560058840577396,-4.585616594416992,-2.301666674999493,-4.321011087737184,-1.8617141780264397,3.652877012831233,1
-0.11554520453207218,7.461903731238657,0.8393358924521088,10.561518716141538,12.65827486232875,-1.9372923189055875,3.456667553016324,-7.718643116018454,-5.188742853607384,-1
3.890536892239032,-7.598133187028363,-0.9504827902145445,2.5579051607118264,-5.078256217510514,3.852193495965827,7.450542332738543,4.194802269717657,0.3924046060294559,5
0.5150170947111228,1.9673848509566305,6.1828186920164745,-3.0245260827946736,-4.853009485232816,0.5547084365543793,3.039282467742404,3.370191347251736,-3.151232988377326,2
-2.3451282899803556,-1.705661767939034,4.641984877532157,-5.874875472343636,-1.612309247754266,-2.080547897998245,0.2379060664652018,3.3154336908432644,1.1944081003615827,2
1.99762711989127,-1.1253100948686852,-2.3149048720963656,2.6150090336664973,-3.4161758076455073,-12.289709139173357,10.399576229198626,10.030449473841031,7.460090667112323,3
7.261000045587499,-2.0230375465150576,-7.09880274964746,4.178914237114313,-1.1260491269343467,-8.68353254190458,1.3913168886479594,9.05077509339631,2.9328350556241216,3
1.4967966390703897,-6.669149145256318,3.3553484278246404,0.7942530941934857,-4.226586094906413,3.1203254339339126,-5.830581988219606,4.1690893197191174,2.7017772615189735,4
-4.001957915832756,4.862467964441897,3.3304138531471867,0.5316069768690181,-7.969417182548025,-4.628644793886855,-9.885393864216491,4.448694461085467,-2.389242308301318,0
-1.249777848976703,0.9745437072572596,7.031187527721523,-1.8501702237570736,-2.96543972116463,-1.7718174206698545,-6.2518071697450015,7.170615742601889,-0.4041281464580466,0
